Plant_ID,Scientific Name,NPSOT Propagation Common Name,NPSOT Propagation Materials,NPSOT Propagation Treatment Tags,NPSOT Propagation Public Note,NPSOT Propagation Source URL,NPSOT Propagation References
Parthenocissus quinquefolia,Parthenocissus quinquefolia,Virginia Creeper,Seed,No Treatment | Stratification,Materials listed: Seed. Treatment tags listed: No Treatment | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/parthenocissus-quinquefolia/,https://www.wildflower.org/plants/result.php?id_plant=PAQU2
Paspalum floridanum,Paspalum floridanum,Florida Paspalum,Seed | Clump | Stem,No Treatment | Division | Cutting,Materials listed: Seed | Clump | Stem. Treatment tags listed: No Treatment | Division | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/paspalum-floridanum/,https://plants.usda.gov/DocumentLibrary/plantguide/pdf/pg_pafl4.pdf | https://greg.app/florida-paspalum-overview/#:~:text=Florida%20Paspalum%20supports%20local%20wildlife
Paspalum plicatulum,Paspalum plicatulum,Brownseed Paspalum,Seed | Corm,No Treatment | Division | Stratification,Materials listed: Seed | Corm. Treatment tags listed: No Treatment | Division | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/paspalum-plicatulum/,https://greg.app/paspalum-plicatulum-overview/#:~:text=Next%2C%20let's%20explore%20the%20propagation | https://tropicalforages.info/text/entities/paspalum_plicatulum.htm#:~:text=It%20is%20normally%20planted%20from
Passiflora affinis,Passiflora affinis,Bracted Passionflower,Seed | Softwood | Stem,No Treatment | Cutting | Layering | Grafting,Materials listed: Seed | Softwood | Stem. Treatment tags listed: No Treatment | Cutting | Layering | Grafting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/passiflora-affinis/,https://plantiary.com/plant/passiflora-affinis_21195.html | https://www.forwardplant.com/care/propagate/passiflora-affinis/ | https://www.picturethisai.com/care/propagate/Passiflora_affinis.html
Passiflora incarnata,Passiflora incarnata,Purple Passionflower,Seed | Stem,Stratification | Cutting,Materials listed: Seed | Stem. Treatment tags listed: Stratification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/passiflora-incarnata/,https://thecameronteam.net/passiflora-incarnata-history-propagation-planting-uses/ | https://www.wildflower.org/plants/result.php?id_plant=PAIN6
Passiflora lutea,Passiflora lutea,Yellow Passionflower,Stem | Seed,Cutting | Scarification,Materials listed: Stem | Seed. Treatment tags listed: Cutting | Scarification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/passiflora-lutea/,https://earthone.io/plant/passiflora%20lutea | https://www.picturethisai.com/care/propagate/Passiflora_lutea.html | https://www.picturethisai.com/care/Passiflora_lutea.html
Passiflora tenuiloba,Passiflora tenuiloba,Birdwing Passionflower,Seed | Stem,"Scarification | Cutting, Root | Layering","Materials listed: Seed | Stem. Treatment tags listed: Scarification | Cutting, Root | Layering. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.",https://www.npsot.org/posts/native-plant/passiflora-tenuiloba/,https://greg.app/passiflora-tenuiloba-overview/
Pavonia lasiopetala,Pavonia lasiopetala,Rock Rose,Seed | Softwood,Scarification | Cutting,Materials listed: Seed | Softwood. Treatment tags listed: Scarification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/pavonia-lasiopetala/,https://www.wildflower.org/plants/result.php?id_plant=PALA13
Pectis angustifolia,Pectis angustifolia,Limoncillo,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/pectis-angustifolia/,https://www.wildflower.org/plants/result.php?id_plant=PEAN
Pellaea atropurpurea,Pellaea atropurpurea,Purple Cliffbrake Fern,Spores | Bud,No Treatment | Division,Materials listed: Spores | Bud. Treatment tags listed: No Treatment | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/pellaea-atropurpurea/,https://mdc.mo.gov/discover-nature/field-guide/purple-cliff-brake#:~:text=Ferns%20have%20a%20two%2Dpart | https://plantiary.com/plant/pellaea-atropurpurea_15156.html#:~:text=Propagation%3A%20You%20can%20propagate%20Pellaea
Penstemon baccharifolius,Penstemon baccharifolius,Rock Penstemon,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/penstemon-baccharifolius/,https://tomclothier.hort.net/page08.html#b
Penstemon cobaea,Penstemon cobaea,Wild Foxglove,Seed | Stem | Clump,Stratification | Cutting | Division,Materials listed: Seed | Stem | Clump. Treatment tags listed: Stratification | Cutting | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/penstemon-cobaea/,https://earthone.io/plant/penstemon%20cobaea?srsltid=AfmBOor2ypxSJEUcPwhATyZkscT0KAOSg5EGEDFHrL2MfGd67czC4XuT | https://plants.ces.ncsu.edu/plants/penstemon/ | https://www.wildflower.org/plants/result.php?id_plant=PECO4
Penstemon digitalis,Penstemon digitalis,Smooth White Penstemon,Clump | Seed | Stem,Division | Stratification | Cutting,Materials listed: Clump | Seed | Stem. Treatment tags listed: Division | Stratification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/penstemon-digitalis/,https://www.wildflower.org/plants/result.php?id_plant=PEDI | https://plantiary.com/plant/penstemon-digitalis_864.html | https://growitbuildit.com/foxglove-beardtongue-guide-penstemon-digitalis/
Penstemon laxiflorus,Penstemon laxiflorus,Nodding Beardtongue,Seed | Bud,Stratification | No Treatment,Materials listed: Seed | Bud. Treatment tags listed: Stratification | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/penstemon-laxiflorus/,https://warcapps.usgs.gov/PlantID/Species/Details/4024#:~:text=Beardtongue%20prefers%20full%20to%20a
Penstemon murrayanus,Penstemon murrayanus,Cupleaf Penstemon,Seed,"No Treatment | Scarification, Stratification","Materials listed: Seed. Treatment tags listed: No Treatment | Scarification, Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.",https://www.npsot.org/posts/native-plant/penstemon-murrayanus/,https://meristemhorticulture.com/planted/scarlet-penstemon#:~:text=These%20plants%20I%20found%20provided | https://davesgarden.com/guides/pf/go/138793
Penstemon triflorus,Penstemon triflorus,Hill Country Penstemon,Seed | Stem,No Treatment | Cutting,Materials listed: Seed | Stem. Treatment tags listed: No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/penstemon-triflorus/,https://greg.app/hill-country-penstemon-overview/#
Phacelia congesta,Phacelia congesta,Blue Curls,Seed | Cutting,No Treatment | Stratification,Materials listed: Seed | Cutting. Treatment tags listed: No Treatment | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/phacelia-congesta/,https://hayefield.com/product/phacelia-congesta-blue-curls/#:~:text=Germination%20Information:%20You%20can%20start | https://www.forwardplant.com/care/propagate/phacelia-congesta/ | https://nativefloraseeds.org/products/blue-curls#:~:text=Spring%20Sowing:%20If%20starting%20indoors%2C%20stratify%20seeds | https://propagate.one/how-to-propagate-phacelia-congesta/
Philadelphus ernestii,Philadelphus ernestii,Canyon Mock Orange,Semi-harwood,Cutting,Materials listed: Semi-harwood. Treatment tags listed: Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/philadelphus-ernestii/,https://plantiary.com/plant/philadelphus-ernestii_23420.html#:~:text=Propagation:%20You%20can%20propagate%20Philadelphus
Phlox drummondii,Phlox drummondii,Drummond's Phlox,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/phlox-drummondii/,https://www.wildflower.org/plants/result.php?id_plant=PHDR | https://www.picturethisai.com/care/propagate/Phlox_drummondii.html
Phlox pilosa,Phlox pilosa,Fragrant Phlox,Seed,Stratification,Materials listed: Seed. Treatment tags listed: Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/phlox-pilosa/,https://www.wildflower.org/plants/result.php?id_plant=PHPI
Phyla nodiflora,Phyla nodiflora,Frogfruit,Stem | Clump | Seed,Cutting | Division | No Treatment,Materials listed: Stem | Clump | Seed. Treatment tags listed: Cutting | Division | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/phyla-nodiflora/,https://earthone.io/plant/phyla%20nodiflora | https://www.sustainscapeflorida.com/project/phyla-nodiflora-frog-fruit/#:~:text=Seed%20Propagation&text=Sowing%20the%20seeds%20in%20the
Physostegia intermedia,Physostegia intermedia,Marsh Obedient Plant,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/physostegia-intermedia/,https://www.picturethisai.com/care/propagate/Physostegia_intermedia.html
Physostegia virginiana,Physostegia virginiana,Obedient Plant,Clump | Seed | Stem,Division | Stratification | Cutting,Materials listed: Clump | Seed | Stem. Treatment tags listed: Division | Stratification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/physostegia-virginiana/,https://www.wildflower.org/plants/result.php?id_plant=PHVI8 | https://www.thespruce.com/obedient-plant-1402852#:~:text=Light | https://www.wildflower.org/plants/result.php?https://www.thespruce.com/obedient-plant-1402852#:~:text=Light | https://farmhouseandblooms.com/how-to-grow-obedient-plant-physostegia-virginiana/#:~:text=sowing%20directly%20into%20the%20garden
Phytolacca americana,Phytolacca americana,American Pokeweed,Seed | Root,Scarification | Division,Materials listed: Seed | Root. Treatment tags listed: Scarification | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/phytolacca-americana/,https://www.wildflower.org/plants/result.php?id_plant=PHAM4 | https://research.fs.usda.gov/treesearch/19804#:~:text=The%20seeds%20of%20pokeberry%20(Phytolacca | https://pfaf.org/user/Plant.aspx?LatinName=Phytolacca+americana#:~:text=Plant%20Propagation | https://www.michigangardener.com/growing-pokeweeds/
Pinus taeda,Pinus taeda,Loblolly Pine,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/pinus-taeda/,https://www.wildflower.org/plants/result.php?id_plant=PITA
Platanus occidentalis,Platanus occidentalis,Sycamore,Seed,No Treatment | Stratification,Materials listed: Seed. Treatment tags listed: No Treatment | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/platanus-occidentalis/,https://www.wildflower.org/plants/result.php?id_plant=PLOC
Pluchea odorata,Pluchea odorata,Saltmarsh Fleabane,Seed | Stem,No Treatment | Cutting,Materials listed: Seed | Stem. Treatment tags listed: No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/pluchea-odorata-var-odorata/,https://www.picturethisai.com/care/propagate/Pluchea_odorata.html | https://www.gardenia.net/plant/pluchea-odorata | https://earthone.io/plant/pluchea%20odorata?srsltid=AfmBOoq66Ynimj6K5Ds1lDp0-U-UUBCX3N2e2HVCKVTOqQIS-BssyydN
