Plant_ID,Scientific Name,recordID,scientificName,acceptedName,commonName,regionGroup,primaryMicroregion,fineHabitatTags,fineHabitatSummary,moistureWaterLight,wetlandStatusSummary,confidence,reviewNeeded,publicStatus,publicationNote,sourceUseNote,datasetVersion,lastUpdated,onlineSlug,lbjProfileURL,usdaPlantsURL,fnaSearchURL,fnaDirectCandidateURL,wetlandPlantListURL,nrcsWebSoilSurveyURL,nrcsEDITURL,epaEcoregionsURL,tpwdEMSURL,secondaryMicroregions
Muhlenbergia schreberi,Muhlenbergia schreberi,22,Muhlenbergia schreberi,Muhlenbergia schreberi,Nimblewill,Woodland and karst upland systems,Upland Woodland,ravine/canyon/depression; prairie/open field; woodland/wood edge; dry upland; moist mesic; shade/part shade,broad moist-to-dry woods/prairies/ravines/riverbanks; site-specific,"Moist; Part Shade , Shade","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FACU FAC FACU FAC FAC FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,muhlenbergia-schreberi,https://www.wildflower.org/plants/result.php?id_plant=MUSC,https://plants.usda.gov/home/basicSearchResults?searchString=Muhlenbergia+schreberi,https://floranorthamerica.org/Special:Search?search=Muhlenbergia+schreberi,https://floranorthamerica.org/Muhlenbergia_schreberi,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Ecotone / Edge Thicket; Riparian Banks; Shallow Upland Prairie; Karst Outcrops
Muhlenbergia utilis,Muhlenbergia utilis,23,Muhlenbergia utilis,Muhlenbergia utilis,"Aparejo Grass, Aparejo Muhly",Riparian and floodplain systems,Riparian Banks,limestone/caliche/calcareous; moist mesic; sunny open; shade/part shade,wet habitats including riverbanks/meadows; sometimes alkaline soils,,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACW FACW FACW FACW | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,muhlenbergia-utilis,https://www.wildflower.org/plants/result.php?id_plant=MUUT,https://plants.usda.gov/home/basicSearchResults?searchString=Muhlenbergia+utilis,https://floranorthamerica.org/Special:Search?search=Muhlenbergia+utilis,https://floranorthamerica.org/Muhlenbergia_utilis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Aquatic / Spring Runs; Deep Clay Prairie
Panicum virgatum,Panicum virgatum,24,Panicum virgatum,Panicum virgatum,"Switchgrass, Wand Panic Grass",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Dry , Moist; Medium; Sun , Part Shade; Low","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FACW FAC FAC FAC FAC FACW | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,panicum-virgatum,https://www.wildflower.org/plants/result.php?id_plant=PAVI2,https://plants.usda.gov/home/basicSearchResults?searchString=Panicum+virgatum,https://floranorthamerica.org/Special:Search?search=Panicum+virgatum,https://floranorthamerica.org/Panicum_virgatum,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Shallow Upland Prairie
Poa arachnifera,Poa arachnifera,25,Poa arachnifera,Poa arachnifera,"Texas Bluegrass, Texas Blue Grass",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Moist; Medium; Sun , Part Shade",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,poa-arachnifera,https://www.wildflower.org/plants/result.php?id_plant=POAR,https://plants.usda.gov/home/basicSearchResults?searchString=Poa+arachnifera,https://floranorthamerica.org/Special:Search?search=Poa+arachnifera,https://floranorthamerica.org/Poa_arachnifera,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,
Schizachyrium scoparium,Schizachyrium scoparium,26,Schizachyrium scoparium,Schizachyrium scoparium,"Little Bluestem, Popotillo Azul",Upland prairie and open grassland systems,Shallow Upland Prairie,dry upland prairie slope,dry upland prairie slope,"Dry; Low; Sun , Part Shade; High; High","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU FACU FACU UPL FACU FACU FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,schizachyrium-scoparium,https://www.wildflower.org/plants/result.php?id_plant=SCSC,https://plants.usda.gov/home/basicSearchResults?searchString=Schizachyrium+scoparium,https://floranorthamerica.org/Special:Search?search=Schizachyrium+scoparium,https://floranorthamerica.org/Schizachyrium_scoparium,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,
Setaria scheelei,Setaria scheelei,27,Setaria scheelei,Setaria scheelei,"Southwestern Bristlegrass, Scheele's Bristlegrass, Scheele's Foxtail Grass, Foxtail Grass",Upland prairie and open grassland systems,Shallow Upland Prairie,open dry upland prairie/grassland,open dry upland prairie/grassland,"Dry , Moist; Low , Medium; Part Shade , Shade",,Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,setaria-scheelei,https://www.wildflower.org/plants/result.php?id_plant=SESC2,https://plants.usda.gov/home/basicSearchResults?searchString=Setaria+scheelei,https://floranorthamerica.org/Special:Search?search=Setaria+scheelei,https://floranorthamerica.org/Setaria_scheelei,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Mesic Canyons & Seeps; Upland Woodland
Sorghastrum nutans,Sorghastrum nutans,28,Sorghastrum nutans,Sorghastrum nutans,"Indiangrass, Yellow Indiangrass, Indian Grass",Upland prairie and open grassland systems,Shallow Upland Prairie,dry upland prairie slope,dry upland prairie slope,"Dry , Moist; Medium; Sun , Part Shade , Shade; High; High","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU FACU FACU FACU FACU FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,sorghastrum-nutans,https://www.wildflower.org/plants/result.php?id_plant=SONU2,https://plants.usda.gov/home/basicSearchResults?searchString=Sorghastrum+nutans,https://floranorthamerica.org/Special:Search?search=Sorghastrum+nutans,https://floranorthamerica.org/Sorghastrum_nutans,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Shallow Upland Prairie; Upland Woodland
Tridens albescens,Tridens albescens,29,Tridens albescens,Tridens albescens,"White Tridens, White Top",Upland prairie and open grassland systems,Deep Clay Prairie,deep clay/swale; disturbed/roadside/ditch; moist mesic; shade/part shade,"clay roadsides, riparian areas, swales",Moist; Medium; Part Shade,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FACU FAC FAC FAC FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,tridens-albescens,https://www.wildflower.org/plants/result.php?id_plant=TRAL2,https://plants.usda.gov/home/basicSearchResults?searchString=Tridens+albescens,https://floranorthamerica.org/Special:Search?search=Tridens+albescens,https://floranorthamerica.org/Tridens_albescens,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Riparian Banks; Ecotone / Edge Thicket
Tridens flavus,Tridens flavus,30,Tridens flavus,Tridens flavus,Purpletop Tridens,Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,Dry; Low; Part Shade; Low,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU UPL FACU UPL UPL UPL UPL | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,tridens-flavus,https://www.wildflower.org/plants/result.php?id_plant=TRFL2,https://plants.usda.gov/home/basicSearchResults?searchString=Tridens+flavus,https://floranorthamerica.org/Special:Search?search=Tridens+flavus,https://floranorthamerica.org/Tridens_flavus,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Deep Clay Prairie; Shallow Upland Prairie
Tripsacum dactyloides,Tripsacum dactyloides,31,Tripsacum dactyloides,Tripsacum dactyloides,"Eastern Gamagrass, Fakahatchee Grass",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,Moist; High; Part Shade,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FAC FACW FAC FAC FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,tripsacum-dactyloides,https://www.wildflower.org/plants/result.php?id_plant=TRDA3,https://plants.usda.gov/home/basicSearchResults?searchString=Tripsacum+dactyloides,https://floranorthamerica.org/Special:Search?search=Tripsacum+dactyloides,https://floranorthamerica.org/Tripsacum_dactyloides,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,
Achillea millefolium,Achillea millefolium,32,Achillea millefolium,Achillea millefolium,"Common Yarrow, Western Yarrow, Yarrow, Milfoil",Upland prairie and open grassland systems,Shallow Upland Prairie,open dry upland prairie/grassland,open dry upland prairie/grassland,"Dry; Medium; Sun , Part Shade; Medium; High","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU FACU FACU FACU UPL FACU FACU FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,achillea-millefolium,https://www.wildflower.org/plants/result.php?id_plant=ACMI2,https://plants.usda.gov/home/basicSearchResults?searchString=Achillea+millefolium,https://floranorthamerica.org/Special:Search?search=Achillea+millefolium,https://floranorthamerica.org/Achillea_millefolium,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Shallow Upland Prairie; Ecotone / Edge Thicket
